"Last Modified","Container Type","Container Description","Track Description","Ignore For Recommendations",Country,"Container Reference","Track Reference","Feature Name","First Event Timestamp","Last End Reason Tyoe","Last Event End Timestamp","Last Event Received Timestamp","Last Event Start Timestamp","Max Event End Position in millis","Max Play Duration in millis","Media duration in millis","Media type","Min Event Start Position in millis","Total plays","Total skips","Total play duration in millis"
2026-03-15T23:44:07.861Z,Album,"Taylor Swift - The Life of a Showgirl","Taylor Swift - Actually Romantic",false,"United States",1838810949,1838810958,"home / grouping",2026-03-15T23:44:07.861Z,NATURAL_END_OF_TRACK,2026-03-22T02:10:10.880Z,2026-03-22T02:10:10.901Z,2026-03-22T02:07:27.185Z,163743,163705,163743,AUDIO,0,5,3,479644
2026-03-12T23:36:27.763Z,Playlist,"girlypop track beat","Taylor Swift - Cruel Summer",false,"United States",256001809,1468058171,"home / playlist_detail",2026-03-12T23:36:27.763Z,NATURAL_END_OF_TRACK,2026-03-22T00:24:53.079Z,2026-03-22T00:24:53.127Z,2026-03-22T00:23:03.472Z,178920,178871,178425,AUDIO,0,14,8,1335432
2026-03-15T00:38:37.960Z,Playlist,N/A,"Ella Henderson - Ghost",false,"United States","pl.pm-01ed408c735a7f33840ff8e1e2e3a28a",942753720,"home / playlist_detail",2026-03-15T00:38:37.960Z,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",2026-03-21T22:06:18.991Z,2026-03-21T22:06:19.228Z,2026-03-21T22:06:14.374Z,216189,216321,216189,AUDIO,0,7,3,1042222
2026-03-19T14:16:01.176Z,Album,"Harry Styles - Kiss All The Time. Disco, Occasionally.","Harry Styles - Carla's Song",false,"United States",1870984032,1870984054,"home / album_detail",2026-03-19T14:16:01.176Z,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",2026-03-21T22:00:10.343Z,2026-03-21T22:00:10.558Z,2026-03-21T21:59:51.994Z,253698,253876,253653,AUDIO,0,5,4,365179
2026-03-14T14:41:11.631Z,Album,"Taylor Swift - Midnights (The Til Dawn Edition)","Taylor Swift - Dear Reader",false,"United States",1689131527,1689132077,"new / album_detail",2026-03-14T14:41:11.631Z,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",2026-03-21T21:17:28.074Z,2026-03-21T21:17:28.280Z,2026-03-21T21:17:19.110Z,225247,225203,225000,AUDIO,0,3,2,234700
2026-03-14T13:42:22.712Z,Album,"Taylor Swift - Midnights (The Til Dawn Edition)","Taylor Swift - You're On Your Own, Kid",false,"United States",1689131527,1689131956,"home / album_detail",2026-03-14T13:42:22.712Z,NATURAL_END_OF_TRACK,2026-03-21T21:07:46.763Z,2026-03-21T21:07:46.818Z,2026-03-21T21:06:41.035Z,194268,194344,194207,AUDIO,0,8,4,880957
2026-03-14T03:27:22.247Z,Album,"Taylor Swift - Midnights (The Til Dawn Edition)","Taylor Swift - High Infidelity",false,"United States",1689131527,1689131982,"home / grouping",2026-03-14T03:27:22.247Z,NATURAL_END_OF_TRACK,2026-03-21T19:52:41.283Z,2026-03-21T19:52:41.298Z,2026-03-21T19:48:49.806Z,231544,231722,231544,AUDIO,0,8,2,1494057
2026-03-14T14:29:13.174Z,Album,"Taylor Swift - Midnights (The Til Dawn Edition)","Taylor Swift - Mastermind",false,"United States",1689131527,1689131973,"home / album_detail",2026-03-14T14:29:13.174Z,NATURAL_END_OF_TRACK,2026-03-21T19:38:19.641Z,2026-03-21T19:38:19.760Z,2026-03-21T19:37:34.413Z,191095,191243,191095,AUDIO,0,3,0,573581
2026-03-21T18:01:16.633Z,Album,"Taylor Swift - Midnights (The Til Dawn Edition)","Taylor Swift - Paris",false,"United States",1689131527,1689131979,"home / album_detail",2026-03-21T18:01:16.633Z,NATURAL_END_OF_TRACK,2026-03-21T19:35:07.167Z,2026-03-21T19:35:07.300Z,2026-03-21T19:31:50.926Z,196300,196241,196300,AUDIO,0,2,0,393473
2026-03-14T16:15:51.077Z,Album,"Taylor Swift - Midnights (The Til Dawn Edition)","Taylor Swift - Karma (feat. Ice Spice)",false,"United States",1689131527,1689132081,"home / album_detail",2026-03-14T16:15:51.077Z,NATURAL_END_OF_TRACK,2026-03-21T19:31:50.944Z,2026-03-21T19:31:51.051Z,2026-03-21T19:28:29.464Z,201563,201480,201563,AUDIO,0,2,1,311536
2026-03-14T03:51:09.885Z,Album,"Taylor Swift - Midnights (The Til Dawn Edition)","Taylor Swift - Bejeweled",false,"United States",1689131527,1689131965,"home / album_detail",2026-03-14T03:51:09.885Z,NATURAL_END_OF_TRACK,2026-03-21T19:28:29.447Z,2026-03-21T19:28:29.591Z,2026-03-21T19:25:15.283Z,194217,194164,194217,AUDIO,0,3,1,417434
2026-03-21T19:22:06.865Z,Album,"Taylor Swift - Midnights (The Til Dawn Edition)","Taylor Swift - Sweet Nothing",false,"United States",1689131527,1689131971,"home / album_detail",2026-03-21T19:22:06.865Z,NATURAL_END_OF_TRACK,2026-03-21T19:25:15.272Z,2026-03-21T19:25:15.369Z,2026-03-21T19:22:06.865Z,188533,188407,188533,AUDIO,0,1,0,188407
2026-03-14T13:58:01.187Z,Album,"Taylor Swift - Midnights (The Til Dawn Edition)","Taylor Swift - Labyrinth",false,"United States",1689131527,1689131968,"home / album_detail",2026-03-14T13:58:01.187Z,NATURAL_END_OF_TRACK,2026-03-21T19:22:06.803Z,2026-03-21T19:22:06.899Z,2026-03-21T19:20:39.268Z,248000,235592,248000,AUDIO,0,3,0,744259
2026-03-14T13:45:36.913Z,Album,"Taylor Swift - Midnights (The Til Dawn Edition)","Taylor Swift - Midnight Rain",false,"United States",1689131527,1689131959,"home / album_detail",2026-03-14T13:45:36.913Z,NATURAL_END_OF_TRACK,2026-03-21T19:17:39.827Z,2026-03-21T19:17:39.879Z,2026-03-21T19:16:43.449Z,174852,174781,174852,AUDIO,0,2,0,349761
2026-03-14T14:41:05.879Z,Album,"Taylor Swift - Midnights (The Til Dawn Edition)","Taylor Swift - Glitch",false,"United States",1689131527,1689131985,"home / album_detail",2026-03-14T14:41:05.879Z,NATURAL_END_OF_TRACK,2026-03-21T19:10:53.005Z,2026-03-21T19:10:53.058Z,2026-03-21T19:08:24.230Z,148847,148775,148847,AUDIO,0,2,1,153759
2026-03-14T14:04:41.407Z,Album,"Taylor Swift - Midnights (The Til Dawn Edition)","Taylor Swift - Karma",false,"United States",1689131527,1689131969,"home / album_detail",2026-03-14T14:04:41.407Z,NATURAL_END_OF_TRACK,2026-03-21T19:04:32.728Z,2026-03-21T19:04:32.783Z,2026-03-21T19:01:07.902Z,204897,204826,204897,AUDIO,0,2,1,400370
2026-03-14T14:32:24.438Z,Album,"Taylor Swift - Midnights (The Til Dawn Edition)","Taylor Swift - The Great War",false,"United States",1689131527,1689131976,"home / album_detail",2026-03-14T14:32:24.438Z,NATURAL_END_OF_TRACK,2026-03-21T19:01:07.884Z,2026-03-21T19:01:07.932Z,2026-03-21T18:57:07.515Z,240430,240369,240430,AUDIO,0,3,1,504480
2026-03-21T18:52:47.166Z,Album,"Taylor Swift - Midnights (The Til Dawn Edition)","Taylor Swift - Would've, Could've, Should've",false,"United States",1689131527,1689132076,"home / album_detail",2026-03-21T18:52:47.166Z,NATURAL_END_OF_TRACK,2026-03-21T18:57:07.532Z,2026-03-21T18:57:07.586Z,2026-03-21T18:52:47.166Z,260422,260366,260422,AUDIO,0,1,0,260366
2026-03-14T03:31:13.651Z,Album,"Taylor Swift - Midnights (The Til Dawn Edition)","Taylor Swift - Snow On The Beach (feat. More Lana Del Rey)",false,"United States",1689131527,1689132080,"home / album_detail",2026-03-14T03:31:13.651Z,NATURAL_END_OF_TRACK,2026-03-21T18:52:47.147Z,2026-03-21T18:52:47.234Z,2026-03-21T18:48:57.261Z,230015,229886,230015,AUDIO,0,6,3,753705
2026-03-14T14:41:15.814Z,Album,"Taylor Swift - Midnights (The Til Dawn Edition)","Taylor Swift - Hits Different",false,"United States",1689131527,1689132079,"home / album_detail",2026-03-14T14:41:15.814Z,NATURAL_END_OF_TRACK,2026-03-21T18:41:38.430Z,2026-03-21T18:41:38.469Z,2026-03-21T18:40:45.810Z,234521,181760,234521,AUDIO,0,3,1,508050
2026-03-14T14:36:24.624Z,Album,"Taylor Swift - Midnights (The Til Dawn Edition)","Taylor Swift - Bigger Than The Whole Sky",false,"United States",1689131527,1689131978,"home / album_detail",2026-03-14T14:36:24.624Z,NATURAL_END_OF_TRACK,2026-03-21T18:37:26.562Z,2026-03-21T18:37:26.611Z,2026-03-21T18:37:16.522Z,218546,107589,218546,AUDIO,0,3,2,269496
2026-03-14T03:48:24.875Z,Album,"Taylor Swift - Midnights (The Til Dawn Edition)","Taylor Swift - Vigilante Shit",false,"United States",1689131527,1689131961,"home / album_detail",2026-03-14T03:48:24.875Z,NATURAL_END_OF_TRACK,2026-03-21T18:28:57.614Z,2026-03-21T18:28:57.694Z,2026-03-21T18:28:42.633Z,164883,165077,164883,AUDIO,0,3,0,495400
2026-03-21T08:56:21.375Z,Playlist,N/A,"Reneé Rapp - Don't Tell My Mom",false,"United States","pl.pm-01ed408c735a7f333cdfb88a221bd17c",1672703108,"home / playlist_detail",2026-03-21T08:56:21.375Z,PLAYBACK_MANUALLY_PAUSED,2026-03-21T17:35:27.253Z,2026-03-21T17:35:27.893Z,2026-03-21T17:35:27.038Z,157596,157682,189000,AUDIO,0,1,0,157897
2026-03-21T16:50:11.854Z,Playlist,"stars around my scars","Taylor Swift - Everything Has Changed (Taylor's Version) [feat. Ed Sheeran]",false,"United States",256003081,1595423270,"library / recently_added / playlist_detail",2026-03-21T16:50:11.854Z,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",2026-03-21T16:52:14.938Z,2026-03-21T16:52:15.185Z,2026-03-21T16:50:11.854Z,122781,123084,245524,AUDIO,0,1,1,123084
2026-03-21T16:46:22.996Z,Playlist,"stars around my scars","KANGTA, BoA, U-KNOW, LEETEUK, TAEYEON, ONEW, SUHO, IRENE, TAEYONG, MARK, KUN & KARINA - The Cure",false,"United States",256003081,1660716280,"library / recently_added / playlist_detail",2026-03-21T16:46:22.996Z,NATURAL_END_OF_TRACK,2026-03-21T16:50:11.842Z,2026-03-21T16:50:11.949Z,2026-03-21T16:49:01.605Z,220026,149670,220026,AUDIO,0,1,0,220053
2026-03-21T16:42:28.101Z,Playlist,"stars around my scars","EXO - Sing For You (Chinese Version)",false,"United States",256003081,1064933833,"library / recently_added / playlist_detail",2026-03-21T16:42:28.101Z,NATURAL_END_OF_TRACK,2026-03-21T16:46:23.041Z,2026-03-21T16:46:23.104Z,2026-03-21T16:42:28.101Z,235036,234940,235036,AUDIO,0,1,0,234940
2026-03-21T16:36:21.133Z,Playlist,"stars around my scars","Ben Platt, Kristolyn Lloyd, Will Roland, Laura Dreyfuss & Original Broadway Cast of Dear Evan Hansen - You Will Be Found",false,"United States",256003081,1178260067,"library / recently_added / playlist_detail",2026-03-21T16:36:21.133Z,NATURAL_END_OF_TRACK,2026-03-21T16:42:28.061Z,2026-03-21T16:42:28.107Z,2026-03-21T16:38:33.612Z,360910,234449,360910,AUDIO,0,1,0,360528
2026-03-21T16:32:42.015Z,Playlist,"stars around my scars","CHEN - Good night",false,"United States",256003081,1481446131,"library / recently_added / playlist_detail",2026-03-21T16:32:42.015Z,NATURAL_END_OF_TRACK,2026-03-21T16:36:21.089Z,2026-03-21T16:36:21.181Z,2026-03-21T16:32:42.015Z,219125,219074,219125,AUDIO,0,1,0,219074
2026-03-21T16:28:48.110Z,Playlist,"stars around my scars","TAEYEON - Circus",false,"United States",256003081,1399532419,"library / recently_added / playlist_detail",2026-03-21T16:28:48.110Z,NATURAL_END_OF_TRACK,2026-03-21T16:32:42.052Z,2026-03-21T16:32:42.204Z,2026-03-21T16:28:48.110Z,234026,233942,234026,AUDIO,0,1,0,233942
2026-03-21T16:25:05.081Z,Playlist,"stars around my scars","TAEYEON - Dear Me",false,"United States",256003081,1494441370,"library / recently_added / playlist_detail",2026-03-21T16:25:05.081Z,NATURAL_END_OF_TRACK,2026-03-21T16:28:48.090Z,2026-03-21T16:28:48.120Z,2026-03-21T16:25:05.081Z,222653,223009,222653,AUDIO,0,1,0,223009
2026-03-21T14:44:17.634Z,Playlist,"stars around my scars","Taylor Swift - gold rush",false,"United States",256003081,1547315987,"library / recently_added / playlist_detail",2026-03-21T14:44:17.634Z,NATURAL_END_OF_TRACK,2026-03-21T16:25:04.997Z,2026-03-21T16:25:05.040Z,2026-03-21T16:24:42.645Z,185320,146775,185320,AUDIO,0,1,0,181097
2026-03-21T14:44:11.113Z,Playlist,"stars around my scars","Taylor Swift - betty",false,"United States",256003081,1541904960,"library / recently_added / playlist_detail",2026-03-21T14:44:11.113Z,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",2026-03-21T14:44:16.979Z,2026-03-21T14:44:17.558Z,2026-03-21T14:44:11.113Z,5667,5866,294521,AUDIO,0,1,1,5866
2026-03-21T14:44:10.003Z,Playlist,"stars around my scars","Taylor Swift - mad woman",false,"United States",256003081,1541904956,"library / recently_added / playlist_detail",2026-03-21T14:44:10.003Z,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",2026-03-21T14:44:10.995Z,2026-03-21T14:44:11.189Z,2026-03-21T14:44:10.003Z,794,992,237258,AUDIO,0,1,1,992
2026-03-21T14:42:08.906Z,Playlist,"stars around my scars","Leslie Odom, Jr. - Winter Song",false,"United States",256003081,1473468636,"library / recently_added / playlist_detail",2026-03-21T14:42:08.906Z,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",2026-03-21T14:44:09.881Z,2026-03-21T14:44:10.060Z,2026-03-21T14:42:08.906Z,120776,120975,242645,AUDIO,0,1,1,120975
2026-03-21T14:37:46.640Z,Playlist,"stars around my scars","Taylor Swift - august",false,"United States",256003081,1541906190,"library / recently_added / playlist_detail",2026-03-21T14:37:46.640Z,NATURAL_END_OF_TRACK,2026-03-21T14:42:09.064Z,2026-03-21T14:42:09.125Z,2026-03-21T14:39:33.777Z,261923,155287,261923,AUDIO,0,1,0,262124
2026-03-20T15:18:22.292Z,Album,"Taylor Swift - Lover","Taylor Swift - Daylight",false,"United States",1468058165,1468058708,"library / recently_added / playlist_detail",2026-03-20T15:18:22.292Z,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",2026-03-21T14:37:18.086Z,2026-03-21T14:37:18.374Z,2026-03-21T14:37:15.276Z,293000,293682,293435,AUDIO,0,2,1,296492
2026-03-21T14:37:13.320Z,Playlist,"stars around my scars","Taylor Swift - The Archer",false,"United States",256003081,1468058177,"library / recently_added / playlist_detail",2026-03-21T14:37:13.320Z,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",2026-03-21T14:37:15.160Z,2026-03-21T14:37:18.374Z,2026-03-21T14:37:13.320Z,1642,1840,211235,AUDIO,0,1,1,1840
2026-03-21T14:37:06.611Z,Playlist,"stars around my scars","Taylor Swift - mirrorball",false,"United States",256003081,1541906186,"library / recently_added / playlist_detail",2026-03-21T14:37:06.611Z,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",2026-03-21T14:37:46.533Z,2026-03-21T14:37:46.704Z,2026-03-21T14:37:06.611Z,39718,39922,208978,AUDIO,0,1,1,39922
2026-03-21T08:55:51.606Z,Playlist,N/A,"Sabrina Carpenter - Tears",false,"United States","pl.pm-01ed408c735a7f333cdfb88a221bd17c",1819861157,"home / playlist_detail",2026-03-21T08:55:51.606Z,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",2026-03-21T08:56:19.790Z,2026-03-21T08:56:23.762Z,2026-03-21T08:55:51.606Z,28169,28184,160227,AUDIO,0,1,1,28184
2026-03-21T08:52:38.746Z,Playlist,N/A,"Alexx Calise - Cry",false,"United States","pl.pm-01ed408c735a7f333cdfb88a221bd17c",429417627,"home / playlist_detail",2026-03-21T08:52:38.746Z,NATURAL_END_OF_TRACK,2026-03-21T08:55:51.535Z,2026-03-21T08:55:52.142Z,2026-03-21T08:52:38.746Z,192377,192789,192377,AUDIO,0,1,0,192789
2026-03-21T08:48:32.833Z,Playlist,N/A,"Billie Eilish - everything i wanted",false,"United States","pl.pm-01ed408c735a7f333cdfb88a221bd17c",1487502476,"home / playlist_detail",2026-03-21T08:48:32.833Z,NATURAL_END_OF_TRACK,2026-03-21T08:52:38.536Z,2026-03-21T08:52:38.704Z,2026-03-21T08:48:32.833Z,245473,245703,245473,AUDIO,0,1,0,245703
2026-03-21T08:44:55.814Z,Playlist,N/A,"Harry Styles - Falling",false,"United States","pl.pm-01ed408c735a7f333cdfb88a221bd17c",1485802975,"home / playlist_detail",2026-03-21T08:44:55.814Z,TRACK_SKIPPED_FORWARDS,2026-03-21T08:44:57.227Z,2026-03-21T08:44:57.458Z,2026-03-21T08:44:55.814Z,1205,1413,240210,AUDIO,0,1,1,1413
2026-03-21T08:44:48.907Z,Playlist,N/A,"Tame Impala - Dracula",false,"United States","pl.pm-01ed408c735a7f333cdfb88a221bd17c",1836226730,"home / playlist_detail",2026-03-21T08:44:48.907Z,TRACK_SKIPPED_FORWARDS,2026-03-21T08:44:55.565Z,2026-03-21T08:44:55.797Z,2026-03-21T08:44:48.907Z,6448,6658,205352,AUDIO,0,1,1,6658
2026-03-21T08:41:29.794Z,Playlist,N/A,"Olivia Rodrigo - making the bed",false,"United States","pl.pm-01ed408c735a7f333cdfb88a221bd17c",1694386835,"home / playlist_detail",2026-03-21T08:41:29.794Z,NATURAL_END_OF_TRACK,2026-03-21T08:44:48.994Z,2026-03-21T08:44:49.032Z,2026-03-21T08:41:29.794Z,198910,199200,198910,AUDIO,0,1,0,199200
2026-03-21T08:41:26.179Z,Playlist,N/A,"TWICE - Dance The Night Away",false,"United States","pl.pm-01ed408c735a7f333cdfb88a221bd17c",1555401454,"home / playlist_detail",2026-03-21T08:41:26.179Z,TRACK_SKIPPED_FORWARDS,2026-03-21T08:41:29.504Z,2026-03-21T08:41:29.728Z,2026-03-21T08:41:26.179Z,3117,3325,180000,AUDIO,0,1,1,3325
2026-03-18T18:20:49.458Z,Album,"Taylor Swift - THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY","Taylor Swift - The Smallest Man Who Ever Lived",false,"United States",1742057774,1742058105,"home / playlist_detail",2026-03-18T18:20:49.458Z,PLAYBACK_MANUALLY_PAUSED,2026-03-21T07:24:00.269Z,2026-03-21T07:24:00.280Z,2026-03-21T07:23:51.985Z,245603,245566,245585,AUDIO,0,6,1,1241598
2026-03-13T17:26:05.954Z,Album,"Taylor Swift - THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY","Taylor Swift - So Long, London",false,"United States",1742057774,1742058083,"home / grouping",2026-03-13T17:26:05.954Z,NATURAL_END_OF_TRACK,2026-03-21T04:05:54.116Z,2026-03-21T04:05:54.211Z,2026-03-21T04:01:31.160Z,263026,6687002,263014,AUDIO,0,6,3,8193901
2026-02-15T20:59:42.062Z,Album,"Taylor Swift - THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY","Taylor Swift - My Boy Only Breaks His Favorite Toys",false,"United States",1742057774,1742074192,"home / grouping",2026-02-15T20:59:42.062Z,NATURAL_END_OF_TRACK,2026-03-21T03:52:11.603Z,2026-03-21T03:52:11.705Z,2026-03-21T03:50:21.579Z,203859,204363,203839,AUDIO,0,24,4,4230192
2026-03-14T19:15:09.482Z,Album,"Sabrina Carpenter - Man’s Best Friend (Bonus Track Version)","Sabrina Carpenter - Nobody’s Son",false,"United States",1862550592,1862550849,"home / grouping",2026-03-14T19:15:09.482Z,NATURAL_END_OF_TRACK,2026-03-21T03:48:43.134Z,2026-03-21T03:48:44.338Z,2026-03-21T03:45:40.499Z,182621,182810,182621,AUDIO,0,9,3,1130473
2026-03-14T16:30:18.376Z,Album,"Sabrina Carpenter - Man’s Best Friend (Bonus Track Version)","Sabrina Carpenter - Manchild",false,"United States",1862550592,1862550593,"home / grouping",2026-03-14T16:30:18.376Z,NATURAL_END_OF_TRACK,2026-03-21T03:32:08.148Z,2026-03-21T03:32:08.183Z,2026-03-21T03:28:34.483Z,213709,213665,213709,AUDIO,0,9,8,554996
2026-03-21T02:28:43.075Z,Album,"Harry Styles - Kiss All The Time. Disco, Occasionally.","Harry Styles - Paint By Numbers",false,"United States",1870984032,1870984051,"library / album_detail",2026-03-21T02:28:43.075Z,NATURAL_END_OF_TRACK,2026-03-21T02:31:10.075Z,2026-03-21T02:31:10.393Z,2026-03-21T02:28:43.075Z,147053,147000,147053,AUDIO,0,1,0,147000
2026-03-21T02:25:28.416Z,Album,"Harry Styles - Kiss All The Time. Disco, Occasionally.","Harry Styles - Dance No More",false,"United States",1870984032,1870984050,"library / album_detail",2026-03-21T02:25:28.416Z,NATURAL_END_OF_TRACK,2026-03-21T02:28:43.034Z,2026-03-21T02:28:43.157Z,2026-03-21T02:25:28.416Z,194920,194618,194920,AUDIO,0,1,0,194618
2026-03-20T15:28:01.803Z,Album,"Taylor Swift - folklore (deluxe version)","Taylor Swift - august",false,"United States",1528112358,1528112370,"home / album_detail",2026-03-20T15:28:01.803Z,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",2026-03-20T16:16:49.968Z,2026-03-20T16:16:50.602Z,2026-03-20T16:16:32.536Z,261970,261808,261000,AUDIO,0,2,1,279240
2026-03-20T16:16:19.472Z,Album,"Taylor Swift - folklore (deluxe version)","Taylor Swift - exile (feat. Bon Iver)",false,"United States",1528112358,1528112364,"home / album_detail",2026-03-20T16:16:19.472Z,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",2026-03-20T16:16:31.831Z,2026-03-20T16:16:32.598Z,2026-03-20T16:16:19.472Z,12281,12359,285682,AUDIO,0,1,1,12359
2026-03-20T16:12:28.595Z,Album,"Taylor Swift - folklore (deluxe version)","Taylor Swift - the last great american dynasty",false,"United States",1528112358,1528112363,"home / album_detail",2026-03-20T16:12:28.595Z,NATURAL_END_OF_TRACK,2026-03-20T16:16:19.572Z,2026-03-20T16:16:20.240Z,2026-03-20T16:12:28.595Z,231046,230977,231046,AUDIO,0,1,0,230977
2026-03-20T16:08:29.654Z,Album,"Taylor Swift - folklore (deluxe version)","Taylor Swift - cardigan",false,"United States",1528112358,1528112362,"home / album_detail",2026-03-20T16:08:29.654Z,NATURAL_END_OF_TRACK,2026-03-20T16:12:29.218Z,2026-03-20T16:12:29.918Z,2026-03-20T16:08:29.654Z,239608,239564,239608,AUDIO,0,1,0,239564
2026-03-20T16:04:58.708Z,Album,"Taylor Swift - folklore (deluxe version)","Taylor Swift - the 1",false,"United States",1528112358,1528112361,"home / album_detail",2026-03-20T16:04:58.708Z,NATURAL_END_OF_TRACK,2026-03-20T16:08:28.955Z,2026-03-20T16:08:28.987Z,2026-03-20T16:04:58.708Z,210299,210247,210299,AUDIO,0,1,0,210247
2026-03-20T16:01:26.921Z,Album,"Taylor Swift - folklore (deluxe version)","Taylor Swift - the lakes (bonus track)",false,"United States",1528112358,1528112564,"home / album_detail",2026-03-20T16:01:26.921Z,NATURAL_END_OF_TRACK,2026-03-20T16:04:58.713Z,2026-03-20T16:04:58.746Z,2026-03-20T16:01:26.921Z,211845,211792,211845,AUDIO,0,1,0,211792
2026-03-20T15:57:46.882Z,Album,"Taylor Swift - folklore (deluxe version)","Taylor Swift - hoax",false,"United States",1528112358,1528112562,"home / album_detail",2026-03-20T15:57:46.882Z,NATURAL_END_OF_TRACK,2026-03-20T16:01:26.915Z,2026-03-20T16:01:26.951Z,2026-03-20T15:57:46.882Z,220090,220033,220090,AUDIO,0,1,0,220033
2026-03-20T15:53:53.002Z,Album,"Taylor Swift - folklore (deluxe version)","Taylor Swift - peace",false,"United States",1528112358,1528112560,"home / album_detail",2026-03-20T15:53:53.002Z,NATURAL_END_OF_TRACK,2026-03-20T15:57:46.995Z,2026-03-20T15:57:47.088Z,2026-03-20T15:53:53.002Z,234047,233993,234047,AUDIO,0,1,0,233993
2026-03-20T15:48:58.467Z,Album,"Taylor Swift - folklore (deluxe version)","Taylor Swift - betty",false,"United States",1528112358,1528112557,"home / album_detail",2026-03-20T15:48:58.467Z,NATURAL_END_OF_TRACK,2026-03-20T15:53:52.888Z,2026-03-20T15:53:52.944Z,2026-03-20T15:48:58.467Z,294568,294421,294568,AUDIO,0,1,0,294421
2026-03-20T15:44:08.463Z,Album,"Taylor Swift - folklore (deluxe version)","Taylor Swift - epiphany",false,"United States",1528112358,1528112556,"home / album_detail",2026-03-20T15:44:08.463Z,NATURAL_END_OF_TRACK,2026-03-20T15:48:58.454Z,2026-03-20T15:48:58.489Z,2026-03-20T15:44:08.463Z,289000,289991,289000,AUDIO,0,1,0,289991
2026-03-20T15:44:03.936Z,Album,"Taylor Swift - folklore (deluxe version)","Taylor Swift - my tears ricochet",false,"United States",1528112358,1528112365,"home / album_detail",2026-03-20T15:44:03.936Z,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",2026-03-20T15:44:07.835Z,2026-03-20T15:44:08.466Z,2026-03-20T15:44:03.936Z,3618,3899,255000,AUDIO,0,1,1,3899
2026-03-20T15:43:02.529Z,Album,"Taylor Swift - folklore (deluxe version)","Taylor Swift - mad woman",false,"United States",1528112358,1528112375,"home / album_detail",2026-03-20T15:43:02.529Z,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",2026-03-20T15:44:02.944Z,2026-03-20T15:44:03.936Z,2026-03-20T15:43:02.529Z,60421,60415,237305,AUDIO,0,1,1,60415
2026-03-20T15:38:50.395Z,Album,"Taylor Swift - folklore (deluxe version)","Taylor Swift - invisible string",false,"United States",1528112358,1528112373,"home / album_detail",2026-03-20T15:38:50.395Z,NATURAL_END_OF_TRACK,2026-03-20T15:43:03.127Z,2026-03-20T15:43:03.658Z,2026-03-20T15:38:50.395Z,252928,252732,252928,AUDIO,0,1,0,252732
2026-03-20T15:35:38.716Z,Album,"Taylor Swift - folklore (deluxe version)","Taylor Swift - illicit affairs",false,"United States",1528112358,1528112372,"home / album_detail",2026-03-20T15:35:38.716Z,NATURAL_END_OF_TRACK,2026-03-20T15:38:49.646Z,2026-03-20T15:38:50.031Z,2026-03-20T15:35:38.716Z,190946,190930,190946,AUDIO,0,1,0,190930
2026-03-20T15:32:23.741Z,Album,"Taylor Swift - folklore (deluxe version)","Taylor Swift - this is me trying",false,"United States",1528112358,1528112371,"home / album_detail",2026-03-20T15:32:23.741Z,NATURAL_END_OF_TRACK,2026-03-20T15:35:38.831Z,2026-03-20T15:35:38.864Z,2026-03-20T15:32:23.741Z,195145,195090,195145,AUDIO,0,1,0,195090
2026-03-20T15:24:32.686Z,Album,"Taylor Swift - folklore (deluxe version)","Taylor Swift - seven",false,"United States",1528112358,1528112369,"home / album_detail",2026-03-20T15:24:32.686Z,NATURAL_END_OF_TRACK,2026-03-20T15:28:01.844Z,2026-03-20T15:28:01.900Z,2026-03-20T15:24:32.686Z,208000,209158,208000,AUDIO,0,1,0,209158
2026-03-20T15:24:21.873Z,Album,"Taylor Swift - Speak Now (Taylor's Version)","Taylor Swift - Castles Crumbling (Taylor's Version) (From The Vault) [feat. Hayley Williams]",false,"United States",1690839749,1690841083,"home / album_detail",2026-03-20T15:24:21.873Z,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",2026-03-20T15:24:31.870Z,2026-03-20T15:24:32.597Z,2026-03-20T15:24:21.873Z,9721,9997,306000,AUDIO,0,1,1,9997
